"quadrat","project_year","year","month","species","totalarea"
"A1",1952,1952,9,"PRGL2",0.00165500000008498
"A1",1956,1956,8,"PRGL2",0.0243055000009939
"A1",1957,1957,8,"PRGL2",0.0585984999816501
"A1",1958,1958,9,"PRGL2",0.159320149965633
"A1",1959,1959,9,"PRGL2",0.167639790021062
"A1",1960,1960,8,"PRGL2",0.0745533500106181
"A1",1961,1961,9,"PRGL2",0.17044674992972
"A1",1965,1965,10,"PRGL2",0.139916519970961
"A1",1966,1966,10,"PRGL2",0.152360315061982
"A1",1968,1968,8,"PRGL2",0.231526349973632
"A1",1969,1969,9,"PRGL2",0.297648584992689
"A1",1971,1971,7,"PRGL2",0.000708149997223541
"A1",1972,1972,8,"PRGL2",0.290464650050557
"A1",1973,1973,8,"PRGL2",0.361095559966839
"A1",1974,1974,6,"PRGL2",0.129811749962455
"A1",1975,1975,8,"PRGL2",0.238806874987941
"A1",1976,1976,7,"PRGL2",0.366549020054328
"A1",1977,1977,7,"PRGL2",0.167132790045531
"A1",1995,1995,10,"PRGL2",0.876805342756844
"A1",2001,2001,10,"PRGL2",0.894508705580926
"A1",2006,2006,11,"PRGL2",0.598707335049446
"A1",2011,2011,12,"PRGL2",0.555446464844745
"A1",2016,2016,11,"PRGL2",0.867799916740514
"A2",1916,1916,9,"PRGL2",0.00100639999510734
"A2",1917,1917,9,"PRGL2",0.00181082500386304
"A2",1918,1918,9,"PRGL2",0.00274991999914257
"A2",1919,1919,10,"PRGL2",0.00671924998834775
"A2",1920,1920,10,"PRGL2",0.0130495000130842
"A2",1921,1921,10,"PRGL2",0.0176655799917012
"A2",1922,1922,10,"PRGL2",7.5e-05
"A2",1923,1923,10,"PRGL2",0.00752565000804202
"A2",1924,1924,10,"PRGL2",0.0133768299929445
"A2",1925,1925,10,"PRGL2",0.00823354998750885
"A2",1926,1926,9,"PRGL2",0.00920744999866753
"A2",1927,1927,9,"PRGL2",0.0140701999993345
"A2",1928,1928,9,"PRGL2",0.0289611550039846
"A2",1929,1929,9,"PRGL2",0.040182899999726
"A2",1930,1930,8,"PRGL2",0.0257726499844594
"A2",1931,1931,9,"PRGL2",0.0358192600132586
"A2",1932,1932,9,"PRGL2",0.0894975949874723
"A2",1933,1933,10,"PRGL2",0.0716266999580831
"A2",1934,1934,10,"PRGL2",0.0533319900016972
"A2",1935,1935,10,"PRGL2",0.0845062000331794
"A2",1936,1936,10,"PRGL2",0.10437107998454
"A2",1937,1937,10,"PRGL2",0.166856600014702
"A2",1938,1938,9,"PRGL2",0.112819700014374
"A2",1939,1940,1,"PRGL2",0.085054499949909
"A2",1940,1941,2,"PRGL2",0.0610379050420731
"A2",1941,1942,1,"PRGL2",0.119860370029693
"A2",1942,1942,10,"PRGL2",0.191351049994133
"A2",1943,1943,12,"PRGL2",0.219091379941556
"A2",1944,1944,9,"PRGL2",0.193166374996384
"A2",1945,1945,9,"PRGL2",0.255159855010634
"A2",1946,1947,2,"PRGL2",0.268371189981099
"A2",1947,1947,9,"PRGL2",0.351343989918998
"A2",1949,1949,9,"PRGL2",0.560336220003577
"A2",1950,1950,11,"PRGL2",0.405667559957748
"A2",1951,1951,8,"PRGL2",0.479736789975331
"A2",1952,1952,9,"PRGL2",0.539702900167995
"A2",1956,1956,8,"PRGL2",0.606485500043885
"A2",1957,1957,8,"PRGL2",1
"A2",1958,1958,9,"PRGL2",0.724134699964792
"A2",1960,1960,8,"PRGL2",0.753275499856563
"A2",1961,1961,9,"PRGL2",0.594574430077508
"A2",1965,1965,10,"PRGL2",0.644449799870652
"A2",1966,1966,10,"PRGL2",0.791911069952966
"A2",1968,1968,8,"PRGL2",0.743006045154112
"A2",1971,1971,7,"PRGL2",0.00993418999910931
"A2",1972,1972,8,"PRGL2",0.84347922978935
"A2",1974,1974,7,"PRGL2",0.976551399955485
"A2",1976,1976,7,"PRGL2",0.100889070028255
"A2",1995,1995,10,"PRGL2",0.743335888854214
"A2",2001,2001,10,"PRGL2",0.787323111965718
"A2",2006,2006,11,"PRGL2",0.704775904976855
"A2",2011,2011,11,"PRGL2",0.759317785490686
"A2",2016,2016,11,"PRGL2",0.703447985197115
"A3",1969,1969,9,"PRGL2",0.000801000001847045
"A3",1976,1976,7,"PRGL2",2.5e-05
"A3",1995,1995,10,"PRGL2",0.0265938282767267
"A3",2001,2001,10,"PRGL2",0.0302498161008704
"A3",2006,2006,11,"PRGL2",0.13376491506374
"A3",2011,2011,11,"PRGL2",0.108258849789675
"A3",2016,2016,11,"PRGL2",0.0768462150578422
"A4",1951,1951,8,"PRGL2",0.00070999999928521
"A4",1952,1952,9,"PRGL2",0.0365885000295656
"A4",1956,1956,8,"PRGL2",0.0385650000064948
"A4",1957,1957,8,"PRGL2",0.0476424999991304
"A4",1958,1958,9,"PRGL2",0.205782935038641
"A4",1959,1959,9,"PRGL2",0.131547475002243
"A4",1960,1960,8,"PRGL2",0.00555599999111705
"A4",1965,1965,10,"PRGL2",0.136018499989417
"A4",1966,1966,10,"PRGL2",0.0754867000348544
"A4",1968,1968,8,"PRGL2",0.124836500019597
"A4",1971,1971,7,"PRGL2",0.0014435800045677
"A4",1972,1972,8,"PRGL2",0.159089000019741
"A4",1974,1974,6,"PRGL2",0.179962999880885
"A4",1975,1975,8,"PRGL2",0.216044809981212
"A4",1995,1995,10,"PRGL2",0.327555690045895
"A4",2001,2001,10,"PRGL2",0.348659142918723
"A4",2006,2006,11,"PRGL2",0.184194580265727
"A4",2011,2011,11,"PRGL2",0.279159494857053
"A4",2016,2016,11,"PRGL2",0.240659794941902
"A5",1952,1952,9,"PRGL2",0.045713669976962
"A5",1956,1956,8,"PRGL2",0.0518244999277401
"A5",1958,1958,9,"PRGL2",0.22043299998406
"A5",1959,1959,9,"PRGL2",0.15550835003882
"A5",1960,1960,8,"PRGL2",0.0591755000461247
"A5",1961,1961,9,"PRGL2",0.0303465000480876
"A5",1965,1965,10,"PRGL2",0.0579527999743345
"A5",1966,1966,10,"PRGL2",0.0702641399425389
"A5",1968,1968,8,"PRGL2",0.111235499983314
"A5",1971,1971,7,"PRGL2",0.241667999925563
"A5",1972,1972,8,"PRGL2",0.318364500144813
"A5",1974,1974,6,"PRGL2",0.0952779998897661
"A5",1975,1975,8,"PRGL2",0.15886899980458
"A5",1976,1976,7,"PRGL2",0.0727275000005635
"A5",1995,1995,10,"PRGL2",0.332159595127269
"A5",2001,2001,10,"PRGL2",0.565381625195707
"A5",2006,2006,11,"PRGL2",0.538369864854604
"A5",2011,2011,11,"PRGL2",0.315832719788671
"A5",2016,2016,11,"PRGL2",0.324380529696786
"AR1",1949,1949,9,"VACO9",2.5e-05
"AR1",1959,1959,9,"PRGL2",0.00542249995151418
"AR1",1965,1965,10,"PRGL2",0.229228999846956
"AR1",1972,1972,8,"PRGL2",0.093516500086929
"AR1",1973,1973,8,"PRGL2",0.266725459870499
"AR1",1974,1974,6,"PRGL2",0.357088549988938
"AR1",1975,1975,8,"PRGL2",0.311493870004921
"AR1",1976,1976,7,"PRGL2",0.522040629960289
"AR1",1995,1995,10,"PRGL2",0.647452370144829
"AR1",2001,2001,10,"PRGL2",0.385594507198071
"AR1",2006,2006,11,"PRGL2",0.393775464663237
"AR1",2011,2011,12,"PRGL2",0.477095584579047
"AR1",2016,2016,11,"PRGL2",0.397430894867282
"AR2",1957,1957,8,"PRGL2",0.000537499999807915
"AR2",1958,1958,9,"PRGL2",0.00427400001150579
"AR2",1959,1959,9,"PRGL2",2.5e-05
"AR2",1995,1995,10,"PRGL2",0.00175320511954152
"AR3",1949,1949,9,"VACO9",2.5e-05
"AR3",1977,1977,7,"PRGL2",2.5e-05
"AR3",1995,1995,10,"PRGL2",0.0109288882570392
"AR3",2001,2001,10,"PRGL2",0.0386025133952372
"AR3",2006,2006,11,"PRGL2",0.059460785016956
"AR3",2011,2011,12,"PRGL2",0.0786221801448555
"AR3",2016,2016,11,"PRGL2",0.0735293600214621
"AR4",1957,1957,8,"PRGL2",0.0229594000147988
"AR4",1958,1958,9,"PRGL2",0.0042760000111137
"AR4",1959,1959,8,"PRGL2",0.0311781999732636
"AR4",1960,1960,8,"PRGL2",0.00781199997317698
"AR4",1979,1979,8,"PRGL2",0.0103335899798496
"AR4",1995,1995,10,"PRGL2",0.254055831337274
"AR4",2001,2001,10,"PRGL2",0.619539650812988
"AR4",2006,2006,11,"PRGL2",0.777200329198361
"AR4",2011,2011,12,"PRGL2",0.949187949405079
"AR4",2016,2016,11,"PRGL2",1.00109865977046
"AR5",1934,1934,11,"PRGL2",2.5e-05
"AR5",1935,1935,10,"PRGL2",2.5e-05
"AR5",1953,1953,9,"PRGL2",2.5e-05
"AR5",1957,1957,8,"PRGL2",0.0496791599607732
"AR5",1958,1958,9,"PRGL2",0.0142094099643424
"AR5",1959,1959,8,"PRGL2",0.129754174924828
"AR5",1960,1960,8,"PRGL2",0.0568934999967224
"AR5",1965,1965,10,"PRGL2",0.0810185500010491
"AR5",1968,1968,8,"PRGL2",0.0661290000445014
"AR5",1972,1972,8,"PRGL2",0.135898000057046
"AR5",1973,1973,8,"PRGL2",0.242945564874887
"AR5",1974,1974,6,"PRGL2",0.235112499932005
"AR5",1976,1976,7,"PRGL2",0.318126825027362
"AR5",1995,1995,10,"PRGL2",0.453879392571655
"AR5",2001,2001,10,"PRGL2",0.667974131350178
"AR5",2006,2006,11,"ATCA2",7.5e-05
"AR5",2006,2006,11,"PRGL2",0.532043340430639
"AR5",2011,2011,12,"ATCA2",0.0281389200839772
"AR5",2011,2011,12,"PRGL2",0.629326755501422
"AR5",2016,2016,11,"ATCA2",0.348768034746176
"AR5",2016,2016,11,"PRGL2",0.527820694472829
"AR6",1943,1943,11,"PRGL2",0.00046175000475999
"AR6",1945,1945,9,"PRGL2",0.00411529997758246
"AR6",1946,1946,12,"PRGL2",0.00297678498269563
"AR6",1947,1947,9,"PRGL2",0.00489975002419355
"AR6",1949,1949,9,"PRGL2",0.00942459998896075
"AR6",1950,1950,11,"PRGL2",0.00913080000110976
"AR6",1951,1951,8,"PRGL2",0.0044534000057945
"AR6",1952,1952,9,"PRGL2",0.0188320249963862
"AR6",1953,1953,9,"PRGL2",0.0180005000034527
"AR6",1954,1954,12,"PRGL2",0.0546619999036596
"AR6",1955,1955,9,"PRGL2",0.101815499909015
"AR6",1958,1958,9,"PRGL2",0.0654260000356948
"AR6",1961,1961,8,"PRGL2",0.0566989499437095
"AR6",1965,1965,10,"PRGL2",0.2526690499627
"AR6",1968,1968,8,"PRGL2",0.11702975507108
"AR6",1972,1972,8,"PRGL2",0.0823777498987616
"AR6",1973,1973,8,"PRGL2",0.307754999978589
"AR6",1975,1975,8,"PRGL2",0.164961999901512
"AR6",1976,1976,7,"PRGL2",0.13543099996146
"AR6",1995,1995,10,"PRGL2",0.501006937796975
"AR6",2006,2007,3,"PRGL2",0.382899315038882
"AR6",2011,2011,12,"ATCA2",0.00581466998405933
"AR6",2011,2011,12,"PRGL2",0.364741175273104
"AR6",2016,2016,11,"ATCA2",0.0820376951958
"AR6",2016,2016,11,"PRGL2",0.433974625112706
"B1",2001,2001,10,"PRGL2",2.5e-05
"B2A",2006,2006,11,"PRGL2",0.00619399002731055
"B2A",2011,2011,9,"PRGL2",0.023619179966781
"B2A",2016,2016,10,"PRGL2",0.102219515131418
"B3",2011,2011,9,"PRGL2",0.0396134299890638
"B3",2016,2016,10,"PRGL2",0.142441155250401
"B4",1935,1935,10,"PRGL2",2.5e-05
"B5",1939,1940,1,"PRGL2",2.5e-05
"B5",1941,1942,1,"PRGL2",2.5e-05
"B5",1942,1942,10,"PRGL2",2.5e-05
"B5",1943,1944,2,"PRGL2",2.5e-05
"B5",1944,1944,9,"PRGL2",0.00330249999701278
"B5",1945,1946,2,"PRGL2",2.5e-05
"B5",1946,1946,9,"PRGL2",0.00696249999265419
"B5",1947,1948,4,"PRGL2",0.0202586600053541
"B5",1949,1949,9,"PRGL2",0.0250949999986927
"B5",1950,1950,11,"PRGL2",2.5e-05
"B5",1951,1951,8,"PRGL2",0.0100359999880821
"B5",1952,1952,9,"PRGL2",2.5e-05
"B5",1961,1961,9,"PRGL2",2.5e-05
"B5",1966,1966,10,"PRGL2",5e-05
"B5",1995,1995,10,"PRGL2",0.0490355624104534
"B5",2001,2001,10,"PRGL2",0.149987922149369
"B5",2006,2006,11,"PRGL2",0.218590019715721
"B5",2011,2011,9,"PRGL2",0.273643334920711
"B5",2016,2016,10,"PRGL2",0.15766204499824
"G1",1917,1917,10,"PRGL2",2.5e-05
"G1",1943,1943,10,"PRGL2",2.5e-05
"G1",1946,1946,9,"PRGL2",2.5e-05
"G1",1947,1947,9,"PRGL2",5e-05
"G1",2006,2006,11,"PRGL2",0.000529490004070326
"G3",1925,1925,11,"PRGL2",2.5e-05
"G3",1926,1926,9,"PRGL2",0.000343699992923019
"G3",1927,1927,9,"PRGL2",0.000479499996917555
"G3",1928,1928,9,"PRGL2",0.00102749999917811
"G3",1929,1929,8,"PRGL2",2.5e-05
"G3",1930,1930,9,"PRGL2",2.5e-05
"G3",1931,1931,9,"PRGL2",0.00130309999941846
"G3",1932,1932,10,"PRGL2",0.00378049999477738
"G3",1933,1933,10,"PRGL2",2.5e-05
"G3",1934,1934,10,"PRGL2",2.5e-05
"G3",1935,1935,10,"PRGL2",2.5e-05
"G3",1936,1936,10,"PRGL2",0.00791599998718919
"G3",1937,1937,10,"PRGL2",0.00482449999237969
"G3",1938,1938,9,"PRGL2",2.5e-05
"G3",1939,1939,12,"PRGL2",0.00152100000161654
"G3",1940,1940,12,"PRGL2",0.00102800000015693
"G3",1945,1945,9,"PRGL2",0.0156362500139995
"G3",1946,1946,9,"PRGL2",0.0230560999843861
"G3",1947,1947,9,"PRGL2",0.0785535000776963
"G3",1948,1949,3,"PRGL2",0.0913839500236531
"G3",1949,1949,8,"PRGL2",0.282282499972205
"G3",1950,1950,8,"PRGL2",0.08061234997101
"G3",1951,1951,8,"PRGL2",0.0274855000037245
"G3",1952,1952,9,"PRGL2",0.174023150016079
"G3",1956,1956,8,"PRGL2",6e-04
"G3",1957,1957,8,"PRGL2",0.343012605047641
"G3",1958,1958,9,"PRGL2",0.522961100143029
"G3",1959,1959,9,"PRGL2",0.736846500061961
"G3",1960,1960,8,"PRGL2",0.546594500210114
"G3",1965,1965,8,"PRGL2",0.709076729870603
"G3",1968,1968,8,"PRGL2",0.990577139929859
"G3",1972,1972,8,"PRGL2",0.990527500100896
"G3",1973,1973,8,"PRGL2",0.972815399886095
"G3",1974,1974,7,"PRGL2",0.988540000296177
"G3",1975,1975,8,"PRGL2",0.985160469845836
"G3",1976,1976,7,"PRGL2",0.968616500015467
"G3",1995,1995,10,"PRGL2",0.985890774320426
"G3",2001,2001,10,"PRGL2",0.999839541298972
"G3",2006,2006,11,"PRGL2",1.00184825965229
"G3",2011,2011,11,"PRGL2",1.00739106093641
"G3",2016,2016,9,"PRGL2",1.0086485902095
"G4",1920,1920,11,"PRGL2",2.5e-05
"G4",1921,1921,10,"PRGL2",2.5e-05
"G4",1935,1935,10,"PRGL2",2.5e-05
"G4",2001,2001,10,"PRGL2",2.5e-05
"G4",2006,2006,11,"PRGL2",0.00163752501011305
"G6",2001,2001,10,"PRGL2",2.5e-05
"G6",2006,2006,11,"PRGL2",2.5e-05
"H1",1966,1966,10,"PRGL2",0.000125
"H1",2011,2011,10,"PRGL2",0.0202932500779275
"H2",1995,1995,10,"PRGL2",0.152378592521869
"H2",2001,2001,11,"PRGL2",0.173847504743296
"H2",2006,2006,11,"PRGL2",0.345596975190395
"H2",2011,2011,10,"PRGL2",0.570602734878716
"H2",2016,2016,9,"PRGL2",0.264897159874235
"H3",1967,1967,9,"PRGL2",2.5e-05
"H3",1995,1995,10,"PRGL2",0.0654989137776412
"H3",2001,2001,11,"PRGL2",0.0507572120167333
"H3",2006,2006,11,"PRGL2",0.169960235293472
"H3",2011,2011,10,"PRGL2",0.628242084607982
"H3",2016,2016,9,"PRGL2",0.485772079953995
"I1",1927,1927,8,"ATCA2",1e-04
"I1",2006,2006,10,"PRGL2",2.5e-05
"I1",2011,2011,9,"PRGL2",0.0526618449416894
"I1",2016,2016,9,"PRGL2",0.0104442250139859
"I2",1947,1947,10,"PRGL2",5e-05
"I2",1966,1966,9,"PRGL2",1e-04
"I2",1967,1967,9,"PRGL2",0.000425
"I2",2006,2006,10,"PRGL2",0.000503680001653432
"I4",2006,2006,10,"PRGL2",0.0498158852378146
"I4",2011,2011,9,"PRGL2",0.00658806500757992
"I4",2016,2016,9,"PRGL2",0.183114609909431
"I5",2006,2006,12,"PRGL2",0.00129675502159528
"I7",1976,1976,7,"PRGL2",0.000319999999199063
"I7",1979,1979,12,"PRGL2",2.5e-05
"I7",1995,1995,10,"PRGL2",0.021575705958409
"I7",2001,2001,11,"PRGL2",0.0631947767622057
"I7",2006,2006,12,"PRGL2",0.154257990044008
"I7",2011,2011,10,"PRGL2",0.0507274899471162
"I7",2016,2016,9,"PRGL2",0.15988577498295
"J1",1960,1960,8,"PRGL2",0.000267999998974148
"J1",1969,1969,9,"PRGL2",0.00775499999130727
"J1",1995,1995,10,"PRGL2",0.0482456001183932
"J1",2001,2001,11,"PRGL2",0.299314174926279
"J1",2006,2006,11,"PRGL2",0.426401044948068
"J1",2011,2012,2,"PRGL2",0.258492569823472
"J1",2016,2016,11,"PRGL2",0.537899815163051
"J12",1935,1935,10,"PRGL2",2.5e-05
"J12",2016,2016,11,"PRGL2",0.00453718501620419
"J22",1918,1919,4,"ATCA2",2.5e-05
"J22",2006,2006,11,"PRGL2",0.0519905749427539
"J22",2011,2011,10,"PRGL2",0.016322155078863
"J22",2016,2016,10,"PRGL2",0.151649254870749
"J8",2006,2006,12,"PRGL2",0.000866310007824152
"J8",2011,2012,2,"PRGL2",0.0709581348968314
"J8",2016,2016,12,"PRGL2",0.190821329993284
"K1",1974,1974,7,"PRGL2",0.143317750004055
"K1",1975,1975,8,"PRGL2",0.383882680047968
"K1",1976,1976,8,"PRGL2",0.511136210068341
"K1",2001,2001,10,"PRGL2",0.00136126374206364
"K1",2006,2006,11,"PRGL2",2.5e-05
"K2",1916,1916,8,"EPHED",2.5e-05
"K2",1917,1917,6,"ATCA2",5e-05
"K2",1917,1917,6,"EPHED",2.5e-05
"K2",1918,1918,9,"ATCA2",5e-05
"K2",1923,1924,5,"ATCA2",1e-04
"K2",2001,2001,11,"PRGL2",0.00281325443690072
"K2",2006,2006,12,"PRGL2",0.0462783150908104
"K2",2011,2012,1,"PRGL2",0.0848780301301957
"K2",2016,2016,11,"PRGL2",0.174728830185779
"K3",1917,1917,6,"ATCA2",7.5e-05
"K3",1995,1995,10,"PRGL2",0.247524812380422
"K3",2001,2001,10,"PRGL2",0.050242013743026
"K3",2006,2006,11,"PRGL2",0.0534886899711373
"K3",2011,2012,1,"PRGL2",0.0844237299143956
"K3",2016,2016,11,"PRGL2",0.145378544812355
"K4",1916,1916,8,"EPHED",0.00229773999263741
"K4",1917,1917,6,"EPHED",0.00450888499072172
"K4",1918,1918,9,"EPHED",0.00193883499774613
"K4",1919,1919,9,"EPHED",0.00108076498805046
"K4",1920,1920,12,"EPHED",0.000788054988987445
"K4",1921,1921,10,"EPHED",0.000957609999663533
"K4",1922,1922,11,"EPHED",0.000218449993428961
"K4",1923,1924,5,"EPHED",2.5e-05
"K4",1935,1935,11,"PRGL2",2.5e-05
"K4",1936,1936,10,"PRGL2",0.000217505009165852
"K4",1995,1995,10,"PRGL2",0.437085717193998
"K4",2001,2001,11,"PRGL2",0.716032743635395
"K4",2006,2007,2,"PRGL2",0.633289340120875
"K4",2011,2012,1,"PRGL2",0.402222250082265
"K4",2016,2016,10,"PRGL2",0.807003540092188
"L3",1960,1960,8,"LATR2",2.5e-05
"L3A",1960,1960,8,"LATR2",2.5e-05
"L3A",1995,1995,10,"FLCE",0.0564525630113244
"L4",2006,2006,11,"PRGL2",0.0016564950236614
"L5",1995,1995,10,"FLCE",0.000313263993324453
"L5",2006,2006,12,"FLCE",0.0262981849102402
"M6",1995,1995,10,"LATR2",0.0444158332928961
"M6",2006,2006,11,"LATR2",0.0286211899327575
"N1",1949,1949,8,"EPHED",0.000965479997279571
"N3A",1995,1995,10,"PRGL2",0.00148689109107321
"N3A",2001,2001,11,"PRGL2",0.00218982379819082
"N3A",2006,2006,12,"PRGL2",0.0346403699283163
"N3A",2016,2016,12,"PRGL2",0.273468800228237
"N4",1965,1965,9,"EPHED",0.0134569850915664
"N4",1966,1966,10,"EPHED",0.00981826986142017
"N5",1949,1949,8,"EPHED",7.5e-05
"N5",1995,1995,10,"PRGL2",0.138264030317869
"N5",2001,2001,11,"PRGL2",0.732642776254397
"N5",2006,2006,12,"PRGL2",0.988631934126048
"N5",2011,2012,2,"PRGL2",0.632170504489214
"N5",2016,2016,12,"PRGL2",1.00509905971998
"N6",1958,1958,9,"PRGL2",0.00804996502763949
"N6",2001,2001,11,"PRGL2",0.000500025460805232
"P1",1937,1937,10,"FLCE",2.5e-05
"P1",2011,2012,1,"LYBE",2.5e-05
"P2",1928,1928,10,"PRGL2",2.5e-05
"P2",1960,1960,8,"FLCE",5e-05
"P2",1968,1968,8,"FLCE",1e-04
"P2",1976,1976,8,"FLCE",0.000267650016542897
"P2",1978,1978,8,"FLCE",0.0121146749873485
"P2",1995,1995,10,"FLCE",0.0964223677701791
"P2",2001,2001,10,"FLCE",0.076911484715234
"P2",2006,2006,12,"FLCE",0.0622608350803023
"P2",2011,2012,1,"FLCE",0.0459102700969833
"P3",1937,1937,10,"LATR2",5e-05
"P3",1968,1968,8,"FLCE",0.0194530700100123
"P3",1971,1971,8,"FLCE",0.000768584989803806
"P3",1976,1976,8,"FLCE",0.00539481499121286
"P3",1995,1995,10,"FLCE",0.00778414987293589
"P4",1935,1935,10,"PRGL2",2.5e-05
"P5",1927,1927,8,"FLCE",7.5e-05
"P5",1928,1928,10,"FLCE",7.5e-05
"P5",1929,1929,10,"FLCE",2.5e-05
"P5",1931,1931,9,"FLCE",5e-05
"P5",1933,1933,11,"FLCE",2.5e-05
"P5",1995,1995,10,"ATCA2",0.586837908075301
"P5",1995,1995,10,"FLCE",0.246836123469378
"P5",2001,2001,11,"ATCA2",0.89840173611093
"P5",2001,2001,11,"FLCE",0.200639298767823
"P5",2006,2006,12,"ATCA2",1.0050376011993
"P5",2011,2012,1,"ATCA2",0.990230735792908
"P5",2016,2016,12,"ATCA2",0.946725374219302
"R1",2006,2006,11,"PRGL2",0.00129962499140203
"R2",1935,1935,10,"PRGL2",2.5e-05
"T10",1995,1995,10,"PRGL2",0.0536522000164645
"T10",2001,2001,10,"PRGL2",0.0178570533012727
"T10",2011,2011,11,"PRGL2",0.0408243750600051
"T10",2016,2016,11,"PRGL2",0.166998724974809
"T11",1935,1935,11,"PRGL2",2.5e-05
"T11",2006,2006,11,"PRGL2",2.5e-05
"T2",1935,1935,11,"PRGL2",5e-05
"T2",1937,1938,2,"PRGL2",2.5e-05
"T2",1939,1940,2,"PRGL2",2.5e-05
"T2",1940,1941,3,"PRGL2",0.0115207800616485
"T2",1973,1973,8,"PRGL2",0.229326654901338
"T2",1974,1974,6,"PRGL2",0.0687039001249116
"T2",1975,1975,8,"PRGL2",0.0474209050100942
"T2",1976,1976,8,"PRGL2",0.0965467148900887
"T2",1977,1977,7,"PRGL2",0.0571663449833978
"T2",1978,1978,8,"PRGL2",0.0788350499761
"T2",1995,1995,10,"PRGL2",0.413000946082743
"T2",2001,2001,11,"PRGL2",0.23631961823709
"T2",2006,2006,11,"PRGL2",0.20178758506225
"T2",2011,2012,1,"PRGL2",0.358443845139376
"T2",2016,2016,12,"PRGL2",0.271713419940296
"T4",2001,2001,11,"PRGL2",0.00121773880439084
"T5",1936,1936,10,"EPHED",2.5e-05
"T5",1937,1938,2,"EPHED",2.5e-05
"T5",1939,1940,2,"EPHED",2.5e-05
"T6",2001,2001,11,"PRGL2",2.5e-05
"T7",1995,1995,10,"PRGL2",2.5e-05
"T7",2006,2006,12,"PRGL2",2.5e-05
"T8",1927,1927,9,"PRGL2",2.5e-05
"T8",1928,1928,8,"PRGL2",0.000422999998622574
"T8",1930,1930,9,"PRGL2",2.5e-05
"U1",1956,1956,8,"PRGL2",2.5e-05
"U1",1958,1958,9,"PRGL2",2.5e-05
"U1",1976,1976,7,"PRGL2",0.00101585000177925
"U1",2006,2006,11,"PRGL2",0.0228060149534407
"U1",2011,2011,9,"PRGL2",0.0142205150687421
"U1",2016,2016,11,"PRGL2",0.0349448400189745
"U2",1967,1967,10,"PRGL2",2.5e-05
"U2",2001,2001,11,"PRGL2",0.0832352634710528
"U2",2006,2006,11,"PRGL2",0.0187776649983498
"U2",2011,2011,9,"PRGL2",0.192133455042334
"U2",2016,2016,11,"PRGL2",0.26277008521805
"U3",2001,2001,11,"PRGL2",0.0249155204376581
"U3",2006,2006,11,"PRGL2",0.0487491299112671
"U3",2011,2011,9,"PRGL2",0.0182241949971004
"U3",2016,2016,11,"PRGL2",0.0470923499703441
"U4",1966,1966,9,"PRGL2",0.000125
"U5",1944,1944,9,"EPHED",2.5e-05
"U5",1950,1950,8,"EPHED",2.5e-05
"U5",1966,1966,9,"PRGL2",0.00015
"V1",1995,1995,10,"FLCE",0.536469767434365
"V1",2001,2001,11,"FLCE",0.77102791513503
"V1",2006,2006,12,"FLCE",0.73614333520374
"V1",2011,2012,1,"FLCE",0.529346584553671
"V1",2016,2016,12,"FLCE",0.564053839693587
"V2",1995,1995,10,"FLCE",0.314357185119852
"V2",2001,2001,10,"FLCE",0.237259356149195
"V2",2006,2006,12,"FLCE",0.228697229962985
"V2",2011,2012,1,"FLCE",0.0167409599628197
"V2",2016,2016,12,"FLCE",0.0116167099798759
"V2",2016,2016,12,"LATR2",0.0221007698947522
"V4",1960,1960,8,"LATR2",2.5e-05
"V4",1968,1968,8,"LATR2",0.00405250000638422
"V4",1976,1976,8,"LATR2",0.00432369998942241
"V4",1995,1995,10,"LATR2",0.168380775188494
"V4",2001,2001,11,"LATR2",0.236428758926641
"V4",2006,2006,12,"LATR2",0.209159110164999
"V4",2011,2012,1,"LATR2",0.0677382750765294
"V4",2016,2016,12,"LATR2",0.185359890131755
"V5",1936,1936,10,"LATR2",2.5e-05
"V5",1937,1937,11,"LATR2",0.00163674999279249
"V5",1952,1952,9,"LATR2",0.0139370499820264
"V5",1960,1960,8,"LATR2",0.00849008498906678
"V5",1968,1968,8,"LATR2",0.270679449953106
"V5",1995,1995,10,"LATR2",0.643013556658777
"V5",2001,2001,10,"LATR2",0.629114361794266
"V5",2006,2006,12,"LATR2",0.559236524797071
"V5",2011,2012,1,"LATR2",0.162918684984388
"V5",2016,2016,12,"LATR2",0.221256354853658
"Y1",1995,1995,10,"FLCE",0.0346061676379174
"Y1",2006,2006,11,"FLCE",0.105141244699871
"Y1",2011,2011,10,"FLCE",0.00416455500158638
"Y1",2016,2016,9,"FLCE",0.0103826898857704
"Y2",1968,1968,8,"FLCE",7.5e-05
"Y2",2006,2006,11,"LYBE",2.5e-05
"Y3",1995,1995,10,"FLCE",0.442699647266385
"Y3",2001,2001,11,"FLCE",0.327047142233257
"Y3",2006,2006,12,"FLCE",0.476729640592296
"Y3",2011,2012,1,"FLCE",0.10163679499392
"Y3",2016,2016,12,"FLCE",0.332117340266446
"Y7",1995,1995,10,"PRGL2",0.198942797053265
"Y7",2001,2001,11,"PRGL2",0.2621640776944
"Y7",2006,2006,12,"PRGL2",0.351950925077417
"Y7",2011,2012,1,"PRGL2",0.358632354641784
"Y7",2016,2016,12,"PRGL2",0.160925834939421
